food_item_uid,food_item_name,restaurant_food_item_description,food_item_image_url,food_item_type,actual_price_r,old_price_s,old_price_l,actual_price_r,actual_price_s,actual-price_l,food_item_category,food_item_parent_category,restaurant_food_item_speciality,restaurant_food_item_availability,AddOns,isAddOns,isCustomizers
CHB998,Chicken Classic Club,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,249,,,249,,,SANDWICHES,LIGHT MEALS,,TRUE,FALSE,,FALSE
VET633,Veggie Delight,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,155,,,155,,,BURGERS,LIGHT MEALS,,TRUE,FALSE,,FALSE
CHY752,Chicken Patty,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,175,,,175,,,BURGERS,LIGHT MEALS,,TRUE,FALSE,,FALSE
CRG900,Crispy Bun Veg,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,180,,,180,,,BURGERS,LIGHT MEALS,,TRUE,FALSE,,FALSE
CRN579,Crispy Bun Chicken,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,199,,,199,,,BURGERS,LIGHT MEALS,,TRUE,FALSE,,FALSE
MAL136,Mad Mugs Special,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,219,,,219,,,BURGERS,LIGHT MEALS,,TRUE,FALSE,,FALSE
GAR681,Garden Fresh Paneer,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,179,,,179,,,WRAPS,LIGHT MEALS,,TRUE,FALSE,,FALSE
ZEN879,Zesty Chicken,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,199,,,199,,,WRAPS,LIGHT MEALS,,TRUE,FALSE,,FALSE
ICA187,Ice Tea,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,109,,,109,,,CHILLED TEA,CHAI & COFFEE,,TRUE,FALSE,,FALSE
CIA826,Citrus Ice Tea,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,119,,,119,,,CHILLED TEA,CHAI & COFFEE,,TRUE,FALSE,,FALSE
TRA396,Tropical Peach Ice Tea,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,149,,,149,,,CHILLED TEA,CHAI & COFFEE,,TRUE,FALSE,,FALSE
COE907,Cold Coffee,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,159,,,159,,,CHILLED COFFEE,CHAI & COFFEE,,TRUE,FALSE,,FALSE
COS477,Cold Coffee Temptations,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,185,,,185,,,CHILLED COFFEE,CHAI & COFFEE,,TRUE,FALSE,,FALSE
COM194,Cold Coffee with Ice Cream,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,175,,,175,,,CHILLED COFFEE,CHAI & COFFEE,,TRUE,FALSE,,FALSE
COM451,Cold Coffee Temptations with Ice Cream,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,205,,,205,,,CHILLED COFFEE,CHAI & COFFEE,,TRUE,FALSE,,FALSE
ICN570,Ice American,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,119,,,119,,,CHILLED COFFEE,CHAI & COFFEE,,TRUE,FALSE,,FALSE
MIE297,Milk Shake,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,159,,,159,,,SHAKES,DRINKS,,TRUE,FALSE,,FALSE
DEE419,Deluxe Milk Shake,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,169,,,169,,,SHAKES,DRINKS,,TRUE,FALSE,,FALSE
CHE433,Choco Dream Shake,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,169,,,169,,,SHAKES,DRINKS,,TRUE,FALSE,,FALSE
ORE582,Oreo Crumble Shake,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,179,,,179,,,SHAKES,DRINKS,,TRUE,FALSE,,FALSE
KIE698,Kit Kat Crunch Shake,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,185,,,185,,,SHAKES,DRINKS,,TRUE,FALSE,,FALSE
CHE658,Choco Hazelnut Shake,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,192,,,192,,,SHAKES,DRINKS,,TRUE,FALSE,,FALSE
FUE898,Fudgy Brownie Shake,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,199,,,199,,,SHAKES,DRINKS,,TRUE,FALSE,,FALSE
